SWCC_ID,SWCC_Soil_Counter,SWCC_Test_Method,SWCC_Technician,SWCC_Lab_Notes,SWCC_Test_Date,SWCC_Specimen_ID,Wilting_Point,af,nf,mf,hr,Fredlund_SWCC_Fit,Fredlund_Source,Fredlund_Error,Fredlund_Residual_WC,Fredlund_AEV,Fredlund_Max_Slope,afb,nfb,mfb,jfb,kfb,lfb,Fredlund_Bimodal_Split,Fredlund_Bimodal_Fit,Fredlund_Bimodal_Source,Fredlund_Bimodal_Error,avg,nvg,mvg,Genuchten_SWCC_Fit,Genuchten_Source,Genuchten_Error,Genuchten_Residual_WC,Genuchten_AEV,Genuchten_Max_Slope,ab,nb,Burdine_SWCC_Fit,Burdine_Error,Burdine_Residual_WC,Burdine_AEV,Burdine_Max_Slope,am,nm,Mualem_SWCC_Fit,Mualem_Error,Mualem_Residual_WC,Mualem_AEV,Mualem_Max_Slope,ag,ng,Gardner_SWCC_Fit,Gardner_Error,Gardner_Residual_WC,Gardner_AEV,Gardner_Max_Slope,ac,nc,Brooks_SWCC_Fit,Brooks_Source,Brooks_Error,Brooks_Residual_WC,Brooks_AEV,Brooks_Max_Slope,Fredlund_PTF_Source,Packing_Porosity,Fredlund_PTF_Predicted,Fredlund_PTF_Error,Fredlund_PTF_AEV,Fredlund_PTF_Max_Slope,Gupta_Predicted,Gupta_Error,Arya_Alpha,Arya_Predicted,Arya_Error,Arya_AEV,Arya_Max_Slope,Scheinost_avg,Scheinost_nvg,Scheinost_mvg,Scheinost_Residual_wc,Scheinost_Predicted,Scheinost_Error,Scheinost_AEV,Scheinost_Max_Slope,Rawls_Bubbling_Pressure,Rawls_Lambda,Rawls_Predicted,Rawls_Error,Rawls_AEV,Rawls_Max_Slope,Vereecken_avg,Vereecken_nvg,Vereecken_mvg,Vereecken_Residual_wc,Vereecken_Predicted,Vereecken_Error,Vereecken_AEV,Vereecken_Max_Slope,Tyler_Alpha,Tyler_Predicted,Tyler_Error,Tyler_AEV,Tyler_Max_Slope,SWCC_Count,Aubertin_Predicted,Aubertin_Error,Aubertin_AEV,Aubertin_Max_Slope,Aubertin_Method,Yb,Yres,Sres,agg,Gitirana_Fredlund_SWCC_Fit,Gitirana_Fredlund_Error,Gitirana_Fredlund_Residual_WC,Gitirana_Fredlund_AEV,Gitirana_Fredlund_Max_Slope,Gitirana_Fredlund_Source
"{9E9C5734-F70C-4080-9DC559E5A854CEE1}","716912057","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","7-1-S-15",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{A2DCC4D5-56FE-4004-ADBF1A39290D609F}","987270461","Pressure Plate","Yugantha Perera",,"08/25/03 00:00:00","6-4-2-17",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{A3C0D63F-A25F-4324-93B44A4CD8F51837}","987640804","Pressure Plate","Yugantha Perera",,"09/02/03 00:00:00","1-2-1-22",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,2,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{AE6E03D7-F03C-4C2D-99855100E89B994A}","724385208","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","1-4-2-42",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{B165D2EA-2190-495C-953586794D98332F}","493713484","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","7-3-2-19.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{B77E569C-50C4-4434-A3A26A2E93C88038}","741566816","Pressure Plate","Yugantha Perera",,"08/13/03 00:00:00","7-5-2-7.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{B9A8686D-53BF-413F-8CCD5E5B57167AF5}","750847392","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","6-1-2-12.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{BC178E65-D7F8-44E8-8B284486ACA3EB59}","662774880","Pressure Plate","Yugantha Perera",,"08/15/03 00:00:00","5-1-S-12",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{C0827178-278F-4FD7-BC664A7730ECFFF4}","987431261","Pressure Plate","Yugantha Perera",,"07/25/03 00:00:00","4-1-1-11.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{C1CBF168-597F-4BD0-A24F48F970537AA6}","768493758","Pressure Plate","Yugantha Perera",,"07/25/03 00:00:00","1-5-1-18.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{C3326C38-AFC4-4BCF-83AA369580F0EB97}","626855055","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","8-2-2-12",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,4,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{C57021F7-3ABE-4AD8-A664E31F7753C276}","365380340","Pressure plate","Yugantha Perera",,,"1-3-1-15",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{C9E479A5-A273-44F5-AEC6E8980A591A06}","699568165","Pressure Plate","Yugantha Perera",,"08/25/03 00:00:00","5-2-2-17",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,4,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{D0CABA8B-2E61-4924-91E6CFF979C2CF81}","514723883","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","2-1-2-30",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{D334B698-71E6-41FF-BBC2D7097ED9E200}","152411036","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","7-1-1-30",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{D52A7DCA-4D0A-45F5-A2E51425E70369F6}","442379633","Pressure Plate","Yugantha Perera",,"08/15/03 00:00:00","6-3-1-19",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{D56AA106-C437-4022-A4F8A540BE6E8ED6}","500276247","Pressure Plate","Yugantha Perera",,"07/24/03 00:00:00","2-3-1-5.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{DDD5F986-46C9-4EE8-AE4853D87C6A73DF}","737639162","Pressure Plate","Yugantha Perera",,"07/24/03 00:00:00","2-3-1-13.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{E39EBE54-D429-465D-8D04960DDA22CB20}","435172080","Pressure Plate","Yugantha Perera",,"09/08/03 00:00:00","6-5-3-15",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{E6BDDC63-771E-4FA6-9121F533CF13666F}","764734321","Pressure Plate","Yugantha Perera",,"07/30/03 00:00:00","8-3-1-28",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{E932E3F6-6021-4679-93325B90EBCA481E}","819612185","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","5-3-2-16.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{E94A3D88-A800-4803-A5767ABC41EBFD06}","752284473","Pressure plate","Yugantha Perea",,,"1-3-1-10",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{F7CED529-18C6-4308-A226313BB37D2B24}","285334269","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","7-1-2-10.5",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
"{FCB0746E-9E7C-49D0-AE2E7DCDA09E7ABB}","824500348","Pressure Plate","Yugantha Perera",,"08/14/03 00:00:00","6-1-1-20",,,,,,0,0,,,,,,,,,,,0,0,0,,,,,0,0,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,0,0,,,,,1,,0,,,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,,,,,0,,,,3,0,,,,1,0,0,0,0,0,0,0,0,0,0
