ksat_ID,ksat_Soil_Counter,ksat_Test_Method,ksat_Technician,ksat_Lab_Notes,ksat_Test_Date,ksat_Specimen_ID,ksat_Specimen_Diameter,ksat_Specimen_Length,Laboratory_ksat,Field_ksat,Inverse_ksat,Air_Entry_ksat,Hazens_Constant,Hazens_ksat,Kozeny_Constant,Kozeny_Carman_ksat,Rawls_1983_ksat,Rawls_1993_ksat,Slichter_ksat,Terzaghi_ksat,Kozeny_ksat,USBR_ksat,Beyer_ksat,Kruger_ksat,Zamarin_ksat,Perm_Stress_State,FairHatch_ksat,FairHatch_SandShapeFactor,k_NAVFAC,k_Chapuis
"{C1D627F5-97B2-4BDB-A2EBA6509486C6EF}","847298992","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","7-5-1-7.5",,,3.1300001e-06,,,,,,,,,,,,,,,,,0,,,0,0
"{C26F89C0-3A0F-4B49-AB5275C3CF70A756}","639287206","Falling head test","Yugantha Perera",,"08/25/03 00:00:00","3-3-1-7.5",,,2.8700001e-07,,,,,,,,,,,,,,,,,0,,,0,0
"{C27BD1B8-E402-4360-B436E53D1F9F1124}","500276247","Falling head test","Yugantha Perera",,"07/24/03 00:00:00","2-3-1-5.5",,,3.2600001e-06,,,,,,,,,,,,,,,,,0,,,0,0
"{C47F97AF-636E-4D1C-BC79F83EC1AEF944}","752284473","Falling head test","Yugantha Perera",,,"1-3-1-10",,,1.2100001e-06,,,,,,,,,,,,,,,,,0,,,0,0
"{CA1B30B3-6CA4-483C-B0561DBFC662CAC3}","934275256","Falling head test","Yugantha Perera",,"08/14/03 00:00:00","5-4-3-7.5",,,1.23e-05,,,,,,,,,,,,,,,,,0,,,0,0
"{CB699C90-DDBB-471F-B215EE52983E1D45}","857090102","Falling head test","Yugantha Perera",,"09/08/03 00:00:00","7-2-1-29",,,5.17e-10,,,,,,,,,,,,,,,,,0,,,0,0
"{CCD3B31E-A8E4-47AF-943A84E12D36040E}","342372205","Falling head test","Yugantha Perera",,"08/25/03 00:00:00","5-2-1-17",,,5.2299998e-10,,,,,,,,,,,,,,,,,0,,,0,0
"{CD76CA8F-8C96-42C2-AC9EC741C1EBFE06}","541188981","Falling head test","Yugantha Perera",,"07/25/03 00:00:00","4-1-3-18",,,2.07e-08,,,,,,,,,,,,,,,,,0,,,0,0
"{CF3993DD-F8C3-4356-B9ED6409FB09EEB4}","925854894","Falling head test","Yugantha Perera",,"09/08/03 00:00:00","7-2-3-29",,,5.17e-10,,,,,,,,,,,,,,,,,0,,,0,0
"{D12782EE-3D2E-4A4E-AE3059EAB878BE97}","550102180","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","7-4-3-48",,,1.41e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{D1929544-8953-48B4-ACEF00A8FA3B8CEE}","791128635","Falling head test","Yugantha Perera",,"08/14/03 00:00:00","6-1-2-21",,,1.54e-06,,,,,,,,,,,,,,,,,0,,,0,0
"{D282F877-B685-4DF5-B381AC8C8C19ADB3}","620109293","Falling head test","Yugantha Perera",,"07/24/03 00:00:00","2-3-2-12",,,3.9199999e-06,,,,,,,,,,,,,,,,,0,,,0,0
"{D4BB57FB-D93F-458D-9D0BC1A10DE91687}","793942345","Falling head test","Yugantha Perera",,"09/08/03 00:00:00","7-3-1-19.5",,,2.01e-08,,,,,,,,,,,,,,,,,0,,,0,0
"{D4C0A9CE-EB9A-44D9-AAD63C528F9AEC2A}","965839544","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","7-5-1-43",,,1.07e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{D7EF0336-3AA8-405E-99B546FD7C46E966}","306840419","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","7-4-2-48",,,1.41e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{DA0E4D35-8898-4687-9037E5414F429666}","505164411","Falling head test","Yugantha",,"07/24/03 00:00:00","1-3-2-23",,,2.4e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{DB9B7698-E4F6-4D20-A7286692D33652BB}","469038062","Falling head test","Yugantha Perera",,"09/02/03 00:00:00","1-2-2-22",,,1.44e-07,,,,,,,,,,,,,,,,,0,,,0,0
"{DD590CDB-AF3A-4E09-BE30B0E521EB3684}","930461247","Falling head test","Yugantha Perera",,"09/08/03 00:00:00","7-3-3-19",,,2.01e-08,,,,,,,,,,,,,,,,,0,,,0,0
"{DE8E475E-5B45-4BCF-8E3A2AA0E0688BF3}","590414418","Falling head test","Yugantha Perera",,"08/15/03 00:00:00","6-4-1-17",,,6.0299999e-07,,,,,,,,,,,,,,,,,0,,,0,0
"{DED3FC98-55D5-42D0-B3922A98624D0877}","768262121","Falling head test","Yugantha Perera",,"08/14/03 00:00:00","1-4-2-10.5",,,2.7e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{E1002A6E-ABDC-49AD-ADE89F0002BE8A76}","253889507","Falling head test","Yugantha Perera",,"08/25/03 00:00:00","6-4-3-15.5",,,6.0299999e-07,,,,,,,,,,,,,,,,,0,,,0,0
"{E1EBA502-BBD7-4148-A82701DF3FB69867}","619945526","Falling head test","Yugantha Perera",,"08/14/03 00:00:00","1-4-3-10.5",,,2.7e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{E9EF971C-BFC1-4035-B230273E96F9BFB2}","127025922","Falling head test","Yugantha Perera",,"07/25/03 00:00:00","4-1-2-18",,,2.07e-08,,,,,,,,,,,,,,,,,0,,,0,0
"{E9F03061-792E-440D-B466082B834176B6}","565833409","Falling head test","Yugantha Perera",,"07/29/03 00:00:00","1-5-3-24",,,4.0799999e-10,,,,,,,,,,,,,,,,,0,,,0,0
"{EB7A9995-1172-4D44-B6C747479252920B}","768493758","Falling head test","Yugantha Perera",,"07/25/03 00:00:00","1-5-1-18.5",,,7.3100002e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{ED7F637A-5EA9-41AE-84A3949F13237B1F}","700502130","Falling head test","Yugantha Perera",,"09/02/03 00:00:00","1-2-3-15",,,1.63e-06,,,,,,,,,,,,,,,,,0,,,0,0
"{EE979C2F-FF62-43CF-9751873BB525E90D}","572185251","Falling head test","Yugantha Perera",,"09/02/03 00:00:00","3-2-1-25",,,3.3100001e-10,,,,,,,,,,,,,,,,,0,,,0,0
"{F17EF89D-BE0E-4838-A18DE5930B719145}","553215397","Falling head test","Yugantha Perera",,"09/04/03 00:00:00","6-2-2-17",,,1.42e-05,,,,,,,,,,,,,,,,,0,,,0,0
"{F26D0C35-C437-4560-976808BBE7B4D018}","135210249","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","7-5-1-14",,,6.1400002e-05,,,,,,,,,,,,,,,,,0,,,0,0
"{F306C3FB-D2BC-4B69-98E8A10EF030A7BF}","705641110","Falling head test","Yugantha Perera",,"08/15/03 00:00:00","5-1-1-24",,,1.5e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{F31DFB46-67F7-497E-BF0F1A72BF952F2D}","483978430","Falling head test","Yugantha Perea",,"07/29/03 00:00:00","1-5-2-15",,,4.8e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{F38B0BA0-7547-463D-99D1EAA36DEB02BB}","741566816","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","7-5-2-7.5",,,1.52e-06,,,,,,,,,,,,,,,,,0,,,0,0
"{F48531B8-1C3C-47DC-BC05F56F824B61FA}","280446105","Falling head test","Yugantha Perera",,"08/14/03 00:00:00","1-4-3-18",,,1.59e-07,,,,,,,,,,,,,,,,,0,,,0,0
"{F63DB765-AE9A-4765-BA9D03C0D6BFE727}","330732398","Falling head test","Yugantha Perera",,"09/08/03 00:00:00","2-1-1-17.5",,,2.07e-08,,,,,,,,,,,,,,,,,0,,,0,0
"{F8BDE3CF-7557-4641-9FA45FB8960BA7D7}","672534995","Falling head test","Yugantha Perera",,"09/08/03 00:00:00","6-5-4-9",,,2.37e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{F904865F-F8B1-475A-B3F20AAC49F6E106}","592983192","Falling head test","Yugantha Perera",,"09/08/03 00:00:00","6-5-3-9",,,2.37e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{F95252B6-DCD7-4B57-A54F71FC0C7C5CAB}","452089574","Falling head test","Yugantha Perera",,"09/04/03 00:00:00","8-1-1-29",,,1.63e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{FA16260C-B56C-40BE-AD394824CCB575C1}","932749642","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","8-3-3-21",,,3.7200001e-09,,,,,,,,,,,,,,,,,0,,,0,0
"{FAFBA51D-BF20-4DF4-BB0FCAD20480306F}","484933058","Falling head test","Yugantha Perera",,"08/13/03 00:00:00","7-4-1-19",,,6.1499998e-07,,,,,,,,,,,,,,,,,0,,,0,0
